Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CuPa,Chrome 64.0.3282.186,,2018-03-06 09:38:18,2018-03-06 10:18:42,"40m - 23,864s",PASSED
,,,,,,
Test Cases/CuPaStefanie/0,Chrome 64.0.3282.186,,2018-03-06 09:38:19,2018-03-06 09:38:19,"0,367s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 09:38:19,2018-03-06 09:38:19,"0,027s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 09:38:19,2018-03-06 09:38:19,"0,003s",PASSED
Statement - ps = new java.io.PrintStream((((timeStamp + _Run) + run) + .txt)),Chrome 64.0.3282.186,,2018-03-06 09:38:19,2018-03-06 09:38:19,"0,008s",PASSED
,,,,,,
Test Cases/CuPaStefanie/1,Chrome 64.0.3282.186,,2018-03-06 09:38:19,2018-03-06 09:40:00,"1m - 40,522s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 09:38:19,2018-03-06 09:38:19,"0,004s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 09:38:19,2018-03-06 09:38:19,"0,003s",PASSED
Statement - iconmap = [:],Chrome 64.0.3282.186,,2018-03-06 09:38:19,2018-03-06 09:38:19,"0,002s",PASSED
Statement - txtmap = [:],Chrome 64.0.3282.186,,2018-03-06 09:38:19,2018-03-06 09:38:19,"0,001s",PASSED
Statement - signmap = [:],Chrome 64.0.3282.186,,2018-03-06 09:38:19,2018-03-06 09:38:19,"0,001s",PASSED
cupakeysDl.initStart.initialStart,Chrome 64.0.3282.186,,2018-03-06 09:38:19,2018-03-06 09:38:38,"18,472s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 09:38:38,2018-03-06 09:38:38,"0,001s",PASSED
cupakeysDl.color.changecolor,Chrome 64.0.3282.186,,2018-03-06 09:38:38,2018-03-06 09:38:45,"7,198s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 09:38:45,2018-03-06 09:38:45,"0,001s",PASSED
cupakeysDl.chngstruct.changestructure,Chrome 64.0.3282.186,,2018-03-06 09:38:45,2018-03-06 09:38:54,"8,863s",PASSED
