Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CuPa,Chrome 64.0.3282.186,,2018-03-06 11:43:33,2018-03-06 11:46:41,"3m - 8,288s",PASSED
,,,,,,
Test Cases/CuPaStefanie/0,Chrome 64.0.3282.186,,2018-03-06 11:43:33,2018-03-06 11:43:34,"0,221s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 11:43:34,2018-03-06 11:43:34,"0,012s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 11:43:34,2018-03-06 11:43:34,"0,001s",PASSED
Statement - ps = new java.io.PrintStream((((timeStamp + _Run) + run) + .txt)),Chrome 64.0.3282.186,,2018-03-06 11:43:34,2018-03-06 11:43:34,"0,004s",PASSED
,,,,,,
Test Cases/CuPaStefanie/1,Chrome 64.0.3282.186,,2018-03-06 11:43:34,2018-03-06 11:44:59,"1m - 25,824s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 11:43:34,2018-03-06 11:43:34,"0,002s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 11:43:34,2018-03-06 11:43:34,"0,002s",PASSED
Statement - iconmap = [:],Chrome 64.0.3282.186,,2018-03-06 11:43:34,2018-03-06 11:43:34,"0,001s",PASSED
Statement - txtmap = [:],Chrome 64.0.3282.186,,2018-03-06 11:43:34,2018-03-06 11:43:34,"0,001s",PASSED
Statement - signmap = [:],Chrome 64.0.3282.186,,2018-03-06 11:43:34,2018-03-06 11:43:34,"0,001s",PASSED
cupakeysDl.initStart.initialStart,Chrome 64.0.3282.186,,2018-03-06 11:43:34,2018-03-06 11:43:50,"15,940s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 11:43:50,2018-03-06 11:43:50,"0,000s",PASSED
cupakeysDl.color.changecolor,Chrome 64.0.3282.186,,2018-03-06 11:43:50,2018-03-06 11:43:56,"6,168s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 11:43:56,2018-03-06 11:43:56,"0,001s",PASSED
cupakeysDl.chngstruct.changestructure,Chrome 64.0.3282.186,,2018-03-06 11:43:56,2018-03-06 11:44:04,"8,142s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 11:44:04,2018-03-06 11:44:04,"0,002s",PASSED
cupakeysDl.sclstruct.scalestructure,Chrome 64.0.3282.186,,2018-03-06 11:44:04,2018-03-06 11:44:32,"28,199s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 11:44:32,2018-03-06 11:44:32,"0,001s",PASSED
