Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CuPa,Chrome 64.0.3282.186,,2018-03-06 12:48:11,2018-03-06 12:51:33,"3m - 21,937s",PASSED
,,,,,,
Test Cases/CuPaStefanie/0,Chrome 64.0.3282.186,,2018-03-06 12:48:11,2018-03-06 12:48:12,"0,272s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 12:48:12,2018-03-06 12:48:12,"0,015s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 12:48:12,2018-03-06 12:48:12,"0,001s",PASSED
Statement - ps = new java.io.PrintStream((((timeStamp + _Run) + run) + .txt)),Chrome 64.0.3282.186,,2018-03-06 12:48:12,2018-03-06 12:48:12,"0,007s",PASSED
,,,,,,
Test Cases/CuPaStefanie/1,Chrome 64.0.3282.186,,2018-03-06 12:48:12,2018-03-06 12:49:39,"1m - 27,285s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 12:48:12,2018-03-06 12:48:12,"0,000s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 12:48:12,2018-03-06 12:48:12,"0,000s",PASSED
Statement - iconmap = [:],Chrome 64.0.3282.186,,2018-03-06 12:48:12,2018-03-06 12:48:12,"0,001s",PASSED
Statement - txtmap = [:],Chrome 64.0.3282.186,,2018-03-06 12:48:12,2018-03-06 12:48:12,"0,000s",PASSED
Statement - signmap = [:],Chrome 64.0.3282.186,,2018-03-06 12:48:12,2018-03-06 12:48:12,"0,000s",PASSED
cupakeysDl.initStart.initialStart,Chrome 64.0.3282.186,,2018-03-06 12:48:12,2018-03-06 12:48:28,"16,036s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 12:48:28,2018-03-06 12:48:28,"0,001s",PASSED
cupakeysDl.color.changecolor,Chrome 64.0.3282.186,,2018-03-06 12:48:28,2018-03-06 12:48:34,"5,749s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 12:48:34,2018-03-06 12:48:34,"0,000s",PASSED
cupakeysDl.chngstruct.changestructure,Chrome 64.0.3282.186,,2018-03-06 12:48:34,2018-03-06 12:48:42,"7,891s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 12:48:42,2018-03-06 12:48:42,"0,000s",PASSED
cupakeysDl.sclstruct.scalestructure,Chrome 64.0.3282.186,,2018-03-06 12:48:42,2018-03-06 12:49:10,"28,131s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 12:49:10,2018-03-06 12:49:10,"0,000s",PASSED
"Statement - iconmap += CustomKeywords.cupakeysDl.iconad.iconadd(""unionjack"", LoadTimeCorrector, step, run, device, timeStamp, iconcount)",Chrome 64.0.3282.186,,2018-03-06 12:49:10,2018-03-06 12:49:14,"4,375s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 12:49:14,2018-03-06 12:49:14,"0,000s",PASSED
Statement - (iconcount++),Chrome 64.0.3282.186,,2018-03-06 12:49:14,2018-03-06 12:49:14,"0,000s",PASSED
cupakeysDl.iconres.iconresize,Chrome 64.0.3282.186,,2018-03-06 12:49:14,2018-03-06 12:49:33,"18,817s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 12:49:33,2018-03-06 12:49:33,"0,000s",PASSED
