Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CuPa,Chrome 64.0.3282.186,,2018-03-06 13:36:29,2018-03-06 13:39:51,"3m - 21,776s",PASSED
,,,,,,
Test Cases/CuPaStefanie/0,Chrome 64.0.3282.186,,2018-03-06 13:36:30,2018-03-06 13:36:30,"0,315s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 13:36:30,2018-03-06 13:36:30,"0,018s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 13:36:30,2018-03-06 13:36:30,"0,001s",PASSED
Statement - ps = new java.io.PrintStream((((timeStamp + _Run) + run) + .txt)),Chrome 64.0.3282.186,,2018-03-06 13:36:30,2018-03-06 13:36:30,"0,006s",PASSED
,,,,,,
Test Cases/CuPaStefanie/1,Chrome 64.0.3282.186,,2018-03-06 13:36:30,2018-03-06 13:38:01,"1m - 30,857s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 13:36:30,2018-03-06 13:36:30,"0,002s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 13:36:30,2018-03-06 13:36:30,"0,001s",PASSED
Statement - iconmap = [:],Chrome 64.0.3282.186,,2018-03-06 13:36:30,2018-03-06 13:36:30,"0,001s",PASSED
Statement - txtmap = [:],Chrome 64.0.3282.186,,2018-03-06 13:36:30,2018-03-06 13:36:30,"0,001s",PASSED
Statement - signmap = [:],Chrome 64.0.3282.186,,2018-03-06 13:36:30,2018-03-06 13:36:30,"0,000s",PASSED
cupakeysDl.initStart.initialStart,Chrome 64.0.3282.186,,2018-03-06 13:36:30,2018-03-06 13:36:51,"20,426s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 13:36:51,2018-03-06 13:36:51,"0,001s",PASSED
cupakeysDl.color.changecolor,Chrome 64.0.3282.186,,2018-03-06 13:36:51,2018-03-06 13:36:58,"6,644s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 13:36:58,2018-03-06 13:36:58,"0,001s",PASSED
cupakeysDl.chngstruct.changestructure,Chrome 64.0.3282.186,,2018-03-06 13:36:58,2018-03-06 13:37:06,"8,205s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 13:37:06,2018-03-06 13:37:06,"0,001s",PASSED
cupakeysDl.sclstruct.scalestructure,Chrome 64.0.3282.186,,2018-03-06 13:37:06,2018-03-06 13:37:34,"28,281s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 13:37:34,2018-03-06 13:37:34,"0,001s",PASSED
