Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CuPa,Chrome 64.0.3282.186,,2018-03-06 14:49:07,2018-03-06 14:54:03,"4m - 55,773s",PASSED
,,,,,,
Test Cases/CuPaStefanie/0,Chrome 64.0.3282.186,,2018-03-06 14:49:07,2018-03-06 14:49:08,"0,436s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 14:49:08,2018-03-06 14:49:08,"0,021s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 14:49:08,2018-03-06 14:49:08,"0,004s",PASSED
Statement - ps = new java.io.PrintStream((((timeStamp + _Run) + run) + .txt)),Chrome 64.0.3282.186,,2018-03-06 14:49:08,2018-03-06 14:49:08,"0,009s",PASSED
,,,,,,
Test Cases/CuPaStefanie/1,Chrome 64.0.3282.186,,2018-03-06 14:49:08,2018-03-06 14:51:05,"1m - 57,884s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 14:49:08,2018-03-06 14:49:08,"0,002s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 14:49:08,2018-03-06 14:49:08,"0,007s",PASSED
Statement - iconmap = [:],Chrome 64.0.3282.186,,2018-03-06 14:49:08,2018-03-06 14:49:08,"0,001s",PASSED
Statement - txtmap = [:],Chrome 64.0.3282.186,,2018-03-06 14:49:08,2018-03-06 14:49:08,"0,001s",PASSED
Statement - signmap = [:],Chrome 64.0.3282.186,,2018-03-06 14:49:08,2018-03-06 14:49:08,"0,001s",PASSED
cupakeysDl.initStart.initialStart,Chrome 64.0.3282.186,,2018-03-06 14:49:08,2018-03-06 14:49:38,"29,911s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 14:49:38,2018-03-06 14:49:38,"0,001s",PASSED
cupakeysDl.color.changecolor,Chrome 64.0.3282.186,,2018-03-06 14:49:38,2018-03-06 14:49:45,"7,398s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 14:49:45,2018-03-06 14:49:45,"0,000s",PASSED
