Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CuPa,Chrome 64.0.3282.186,,2018-03-05 15:17:13,2018-03-05 15:54:46,"37m - 33,519s",ERROR
,,,,,,
Test Cases/CuPaStefanie/0,Chrome 64.0.3282.186,,2018-03-05 15:17:13,2018-03-05 15:17:13,"0,292s",ERROR
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-05 15:17:13,2018-03-05 15:17:13,"0,018s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-05 15:17:13,2018-03-05 15:17:13,"0,000s",PASSED
Statement - ps = new java.io.PrintStream((((timeStamp + _Run) + run) + .txt)),Chrome 64.0.3282.186,,2018-03-05 15:17:13,2018-03-05 15:17:13,"0,003s",PASSED
,,,,,,
Test Cases/CuPaStefanie/1,Chrome 64.0.3282.186,,2018-03-05 15:17:13,2018-03-05 15:18:42,"1m - 28,939s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-05 15:17:14,2018-03-05 15:17:14,"0,003s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-05 15:17:14,2018-03-05 15:17:14,"0,002s",PASSED
Statement - iconmap = [:],Chrome 64.0.3282.186,,2018-03-05 15:17:14,2018-03-05 15:17:14,"0,001s",PASSED
Statement - txtmap = [:],Chrome 64.0.3282.186,,2018-03-05 15:17:14,2018-03-05 15:17:14,"0,001s",PASSED
Statement - signmap = [:],Chrome 64.0.3282.186,,2018-03-05 15:17:14,2018-03-05 15:17:14,"0,001s",PASSED
cupakeysDl.initStart.initialStart,Chrome 64.0.3282.186,,2018-03-05 15:17:14,2018-03-05 15:17:29,"15,000s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-05 15:17:29,2018-03-05 15:17:29,"0,001s",PASSED
cupakeysDl.color.changecolor,Chrome 64.0.3282.186,,2018-03-05 15:17:29,2018-03-05 15:17:34,"5,280s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-05 15:17:34,2018-03-05 15:17:34,"0,000s",PASSED
cupakeysDl.chngstruct.changestructure,Chrome 64.0.3282.186,,2018-03-05 15:17:34,2018-03-05 15:17:43,"8,855s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-05 15:17:43,2018-03-05 15:17:43,"0,000s",PASSED
cupakeysDl.sclstruct.scalestructure,Chrome 64.0.3282.186,,2018-03-05 15:17:43,2018-03-05 15:18:14,"30,855s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-05 15:18:14,2018-03-05 15:18:14,"0,001s",PASSED
"Statement - iconmap += CustomKeywords.cupakeysDl.iconad.iconadd(""unionjack"", LoadTimeCorrector, step, run, device, timeStamp, iconcount)",Chrome 64.0.3282.186,,2018-03-05 15:18:14,2018-03-05 15:18:19,"4,921s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-05 15:18:19,2018-03-05 15:18:19,"0,001s",PASSED
Statement - (iconcount++),Chrome 64.0.3282.186,,2018-03-05 15:18:19,2018-03-05 15:18:19,"0,001s",PASSED
cupakeysDl.iconres.iconresize,Chrome 64.0.3282.186,,2018-03-05 15:18:19,2018-03-05 15:18:36,"16,937s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-05 15:18:36,2018-03-05 15:18:36,"0,001s",PASSED
cupakeysDl.slink.svlink,Chrome 64.0.3282.186,,2018-03-05 15:18:36,2018-03-05 15:18:39,"2,946s",PASSED
cupakeysDl.endsession.finishsession,Chrome 64.0.3282.186,,2018-03-05 15:18:39,2018-03-05 15:18:42,"3,665s",PASSED
,,,,,,
Test Cases/CuPaStefanie/2,Chrome 64.0.3282.186,,2018-03-05 15:18:42,2018-03-05 15:19:33,"51,209s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-05 15:18:42,2018-03-05 15:18:42,"0,001s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-05 15:18:42,2018-03-05 15:18:42,"0,000s",PASSED
Statement - iconmap = [:],Chrome 64.0.3282.186,,2018-03-05 15:18:42,2018-03-05 15:18:42,"0,001s",PASSED
Statement - txtmap = [:],Chrome 64.0.3282.186,,2018-03-05 15:18:42,2018-03-05 15:18:42,"0,000s",PASSED
Statement - signmap = [:],Chrome 64.0.3282.186,,2018-03-05 15:18:42,2018-03-05 15:18:42,"0,000s",PASSED
cupakeysDl.initStart.initialStart,Chrome 64.0.3282.186,,2018-03-05 15:18:42,2018-03-05 15:18:55,"12,631s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-05 15:18:55,2018-03-05 15:18:55,"0,000s",PASSED
cupakeysDl.color.changecolor,Chrome 64.0.3282.186,,2018-03-05 15:18:55,2018-03-05 15:19:00,"5,368s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-05 15:19:00,2018-03-05 15:19:00,"0,001s",PASSED
cupakeysDl.chngstruct.changestructure,Chrome 64.0.3282.186,,2018-03-05 15:19:00,2018-03-05 15:19:09,"8,403s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-05 15:19:09,2018-03-05 15:19:09,"0,000s",PASSED
cupakeysDl.sclstruct.scalestructure,Chrome 64.0.3282.186,,2018-03-05 15:19:09,2018-03-05 15:19:19,"10,025s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-05 15:19:19,2018-03-05 15:19:19,"0,000s",PASSED
"Statement - iconmap += CustomKeywords.cupakeysDl.iconad.iconadd(""unionjack"", LoadTimeCorrector, step, run, device, timeStamp, iconcount)",Chrome 64.0.3282.186,,2018-03-05 15:19:19,2018-03-05 15:19:24,"4,814s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-05 15:19:24,2018-03-05 15:19:24,"0,001s",PASSED
Statement - (iconcount++),Chrome 64.0.3282.186,,2018-03-05 15:19:24,2018-03-05 15:19:24,"0,000s",PASSED
cupakeysDl.iconres.iconresize,Chrome 64.0.3282.186,,2018-03-05 15:19:24,2018-03-05 15:19:27,"3,246s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-05 15:19:27,2018-03-05 15:19:27,"0,000s",PASSED
cupakeysDl.slink.svlink,Chrome 64.0.3282.186,,2018-03-05 15:19:27,2018-03-05 15:19:30,"2,842s",PASSED
cupakeysDl.endsession.finishsession,Chrome 64.0.3282.186,,2018-03-05 15:19:30,2018-03-05 15:19:33,"3,640s",PASSED
,,,,,,
Test Cases/CuPaStefanie/3,Chrome 64.0.3282.186,,2018-03-05 15:19:33,2018-03-05 15:20:19,"45,891s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy_HH_mm_ss).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-05 15:19:34,2018-03-05 15:19:34,"0,001s",PASSED
