Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CuPa,Chrome 64.0.3282.186,,2018-03-06 13:24:43,2018-03-06 13:27:51,"3m - 8,106s",PASSED
,,,,,,
Test Cases/CuPaStefanie/0,Chrome 64.0.3282.186,,2018-03-06 13:24:44,2018-03-06 13:24:44,"0,260s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 13:24:44,2018-03-06 13:24:44,"0,014s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 13:24:44,2018-03-06 13:24:44,"0,001s",PASSED
Statement - ps = new java.io.PrintStream((((timeStamp + _Run) + run) + .txt)),Chrome 64.0.3282.186,,2018-03-06 13:24:44,2018-03-06 13:24:44,"0,007s",PASSED
,,,,,,
Test Cases/CuPaStefanie/1,Chrome 64.0.3282.186,,2018-03-06 13:24:44,2018-03-06 13:26:11,"1m - 26,693s",PASSED
Statement - timeStamp = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 13:24:44,2018-03-06 13:24:44,"0,002s",PASSED
Statement - timeStampScreenshot = new java.text.SimpleDateFormat(dd.MM.yyyy).format(java.util.Calendar.getInstance().getTime()),Chrome 64.0.3282.186,,2018-03-06 13:24:44,2018-03-06 13:24:44,"0,001s",PASSED
Statement - iconmap = [:],Chrome 64.0.3282.186,,2018-03-06 13:24:44,2018-03-06 13:24:44,"0,000s",PASSED
Statement - txtmap = [:],Chrome 64.0.3282.186,,2018-03-06 13:24:44,2018-03-06 13:24:44,"0,000s",PASSED
Statement - signmap = [:],Chrome 64.0.3282.186,,2018-03-06 13:24:44,2018-03-06 13:24:44,"0,001s",PASSED
cupakeysDl.initStart.initialStart,Chrome 64.0.3282.186,,2018-03-06 13:24:44,2018-03-06 13:25:01,"17,309s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 13:25:01,2018-03-06 13:25:01,"0,001s",PASSED
cupakeysDl.color.changecolor,Chrome 64.0.3282.186,,2018-03-06 13:25:01,2018-03-06 13:25:08,"6,231s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 13:25:08,2018-03-06 13:25:08,"0,000s",PASSED
cupakeysDl.chngstruct.changestructure,Chrome 64.0.3282.186,,2018-03-06 13:25:08,2018-03-06 13:25:16,"8,232s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 13:25:16,2018-03-06 13:25:16,"0,001s",PASSED
cupakeysDl.sclstruct.scalestructure,Chrome 64.0.3282.186,,2018-03-06 13:25:16,2018-03-06 13:25:44,"27,798s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 13:25:44,2018-03-06 13:25:44,"0,001s",PASSED
"Statement - iconmap += CustomKeywords.cupakeysDl.iconad.iconadd(""unionjack"", LoadTimeCorrector, step, run, device, timeStamp, iconcount)",Chrome 64.0.3282.186,,2018-03-06 13:25:44,2018-03-06 13:25:48,"4,334s",PASSED
Statement - (step++),Chrome 64.0.3282.186,,2018-03-06 13:25:48,2018-03-06 13:25:48,"0,001s",PASSED
